post_id	tweet_text	cord_uid
181	Here's a study of 147 people with SARS-CoV-2 infection - of whom 31 had long COVID (fatigue, breathlessness or chest pain at 4 months). These patients were compared with 31 age, & gender matched controls who had symptomatic acute illness but no prolonged COVID.	122yi9np
182	First reported case of fatal fulminant necrotizing eosinophilic myocarditis after the initial dose of the Pfizer-BioNTech BNT162b2 mRNA COVID-19 vaccine. 57-year-old female - Pfizer BNT162b2/Tozinameran x 1.	7o7v0ewg
183	"Significant observational study from Israel:  ""an inverse correlation was shown between the level of vitamin D and the risks of SARS-CoV-2 infection and of severe disease in those infected."""	m4u4ulml
184	why insist on passports/mandates or boosters against omicron? an ontario study (pre-print), supported by  finds:  - two doses are unlikely to shield against infection by omicron  - 3rd shot effectiveness against omicron was 37% #onpoli	d44561hh
185	In a comparator experiment with the 2 SARS-CoV-2 I.M. mRNA vaccines, VXA-COV2-1 outperformed other vaccine candidates with a >3.5-fold increase in spike-specific antiviral CD8 T cell responses.	1gv3t5t0
186	the cohort study, limited to non-hospitalized patients in arizona - “mild” cases - found a 68% prevalence of 1 or more covid symptom after 30 days, rising to 77% after 60 days. (we will explore an explanation later). (5/🧵) bell et al,	yuv6w9nt
187	new released covid19 survival rates (2020 data, 14 countries) age          (%) 0-19         99.9987 20-29      99.9912 30-39     99.979 40-49     99.958 50-59     99.86 60-69     99.35 70 +         95.1 imagine how they'll look for delta, omicron 🤦	igm2qr4p
188	the viral load and clearance time between infected immunized &amp; unimmunized people is different which makes unimmunized people far more likely to infect others (not to mention act as incubators for mutations/new variants)	ga1fks7l
189	#LongCovid often involves cognitive symptoms. Noting the clinical parallels between “chemo-fog” and “covid-fog”, we asked whether there are also neurobiological parallels, in collaboration with Akiko Iwasaki’s lab.	3i82sxk8
190	"Prior studies, based on samples from the UK Biobank, discovered ""loss of grey matter in limbic cortical regions directly associated with the primary olfactory and gustatory system"" that ""could be the in vivo indicator of the spread of the disease (or the pathogen itself)"" 3/3"	uxz185vr
191	Across 168 countries, for every 1% rise in obesity prevalence, the mortality rate for COVID-19 was increased by 8·3%. The link between obesity and COVID severity remains largely unaddressed by health authorities.	f15foaf2
194	Viruses have less error-prone replication than influenza at the per base level, but because they have a longer genome, the genomic rate of mutation is similar to influenza. Influenza is about 1 mutation every 10 days and #SARS-CoV-2 is about 1 mutation every 15 days.	aupjlpfm
195	Treatment of critically ill patients with COVID-19 with recovered plasma	llow5xll
196	Important research on mortality rates published in Lancet Infectious Diseases. The older you are, the more lethal. Middle-aged individuals above 55 (like me) are certainly not secure. Overall, this condition is approximately 30 times more lethal than the 2009 H1N1 flu pandemic.	ip9geldg
197	"""Our calculated overall infection fatality rate for China was 0.66% (0.39–1.33), with an increasing pattern with age."""	ip9geldg
198	There could be a link between global BCG vaccination policies and lower COVID-19 mortality rates.	35meen0h
199	Correlation between global BCG vaccination policy and decreased morbidity and mortality for COVID-19: an epidemiological study	35meen0h
200	new in #ijaa the cytokine release disorder (crs) of severe covid-19 and interleukin-6 receptor (il-6r) antagonist tocilizumab may be the key to reduce the mortality. #covid19 #covid19rx	vx9vqr1k
202	Masks can prevent transmission from silent infections.	xchvlphf
203	jci insight - anti-spike IgG triggers severe acute lung injury by distorting macrophage responses during acute SARS-CoV infection	dugllpsm
204	"""Correlation between universal BCG vaccination policy and decreased morbidity and mortality for COVID-19: an epidemiological study, offering a possible explanation for the lower COVID-19 morbidity and mortality rates in Africa compared to other regions."""	35meen0h
205	Role of chloroquine and hydroxychloroquine in COVID-19 treatment- a comprehensive literature analysis	0lk8eujq
206	good news! first dbRCT of hcq (n=62) in covid19 from china reported better outcome against pbo at the top of SOC- not yet published though!	q8l3ra55
207	"""In trials in which the control groups were ventilated for 24 h or longer, vitamin C reduced the duration of mechanical ventilation by 18%."""	rm0zbgfm
208	thread (30mar2020 breaking): 1/x newly publicized study by chen evaluating #hydroxychloroquine (hcq, n=31, 200 mg bid) vs control (n= 31) for 5 days in mild #covid19 patients, showing enhanced clinical outcomes and chest ct favoring hcq.	q8l3ra55
210	Today in : estimates of case fatality, infection fatality, hospitalization rates for age groups based on data from Wuhan, Diamond Princess and repatriated nationals from Wuhan (who were tested). Average time from onset to demise is 18.8 days.	ip9geldg
211	more recently, nebraska researchers including  identified #sarscov2 in air samples collected from patients rooms. finding traces of virus isn't the same as proving they are infectious. could just be genetic remnants. but it is worth noting. 9/15	xs7vkm19
212	'A recent study discovered that ACE2 is present in neurons, astrocytes, and oligodendrocytes. ACE2 expression was also highly concentrated in the substantia nigra, ventricles, middle temporal gyrus, posterior cingulate cortex, and olfactory bulb'	1y79i676
213	covid19 appears to frequently trigger a hazardous blood disorder. this adequately powered observational spanish study (n=2,075) implies heparin aids in lowering mortality (odds ratio 0.55, p=0.003).	hjkml4q7
214	"what killed most people who ""died of coronavirus"" was less the virus and more the systemic racism of our capitalist system. the socioeconomic conditions of black americans made them more susceptible to the coronavirus than white americans.  #wecandobetter"	fm8koqjd
215	A thorough examination reveals that wearing a mask is extremely important to help slow the spread of covid. #wearamask  #flattenthecurve	0emibwp3
216	Very impressive study demonstrating that PCR-positivity isn't infectivity and that from samples with a CT > 24 or more than 8 days post symptom onset, no virus could be cultured on Vero cells.	j41c15mw
217	"new research with briefest abstract I've seen in a long time:  ""masks and testing are necessary to combat asymptomatic spread in aerosols and droplets."""	0emibwp3
218	Smoking heightens vulnerability to covid-19: findings from a population symptom app in over 2.4 million individuals.	iepagac8
219	Advanced machine learning algorithms integrating chest computed tomography scans and clinical information can diagnose #covid19 with similar accuracy as compared to a senior radiologist.  #ai  #radiology	nbn44sxq
220	Pseudomonas aeruginosa is one of the most common co-infections with #covid-19. #AntibioticResistance is likely to be an ever-present problem for hospitalized covid-19 patients	e8mk04uf
221	A theoretical study suggested COVID-19 viral proteins could interact with haemoglobin (HB) leading to a loss of O2 carrying capacity.  But we measured HB O2 affinity curves in patients with severe COVID-19 infection & found no difference from controls.	fc86sjec
222	Computer | the geography of memory B cell reactivation in vaccine-induced immunity and in autoimmune disease relapses.	arma6a4j
