post_id	tweet_text	cord_uid	bm25_topk	in_topx
107	Sars-cov-2 emerged in Wuhan in December 2019 and caused the pandemic respiratory disease, COVID-19. In 2003, the closely related SARS-CoV had been detected in domestic cats and a hound.	go0tueah	['go0tueah', 'awn23o8y', 'k450igys', 'oydib3p6', 'bawgldfi']	1.0
108	"""..speech produces airborne droplets.. suspended for tens of minutes or longer &amp; capable of transmitting disease in confined spaces."" without #masks4all no workable physical distancing allows safe #returntowork."	svi7syld	['bp2ilntr', 'h6dsjkvz', '7pcnf2iv', 's2hp3sat', '848jmwgc']	0.0
109	our latest preprint is now out! we were astonished that antibodies specific for common cold coronaviruses were capable of attaching and neutralising (at least in vitro) conserved epitopes from sars-cov-2:	n0actmsc	['yxkub54e', 'ylojjfri', '01q4pu9k', 'wt471v5k', '1a5oy6fr']	0.0
110	GMO vaccine from Oxford succeeds in monkeys against #covid19! When exposed to coronavirus, the unvaccinated monkeys developed lung infection, a sign of covid-19. Vaccinated monkeys developed the protective antibodies, had no lung infection and no virus in their lungs.	uexahhdr	['ud8nmm7w', '34dmal99', 'nmrxjal1', 'hz5vigp0', 'tsyl7crt']	0.0
111	"""There is a considerable likelihood that everyday talking leads to airborne virus spread in enclosed spaces."""	svi7syld	['aawjla6h', 'h6dsjkvz', '5zn5mgi9', 'wnlse824', 'pc2cnhjd']	0.0
112	A reassuring study shows that despite people who have recovered from covid having low levels of antibodies, they tend to have enough of exactly the kinds of antibodies that all current vaccines are designed to generate. autumn is coming &amp; brings vaccines!	nhkd88yv	['24wfokhg', 'gha1wg4w', 's245n3qw', 'hbyxy4ln', 'nhkd88yv']	0.2
113	Treatment with hydroxychloroquine or azithromycin and hospital mortality in patients with COVID-19	iz74o9de	['195h4ofw', 'ujy4i5uu', 'iz74o9de', '4pcv1i3i', 'zu5mg2im']	0.3333333333333333
114	A recent #covid19 study on #immunity helps explain why these 2pts with x-linked agammaglobulinemia (genetic immunodeficiency where pts have complete absence of b-cells: inability to produce antibodies) developed covid19 pneumonia—but recovered.	x21g6i3g	['x21g6i3g', 'awx9lcfk', 'cixdw87l', '30pl5tx3', 'emg87q94']	1.0
115	Outstanding diversity and natural selection pressure on sars-cov and sars-cov-2 host receptor in bats compared to other mammals.	ijsn8d7b	['ijsn8d7b', 'eksi9yia', '0chuwvg6', 'esmkqtvw', '7j4i6eud']	1.0
117	"the robust immune system against severe covid-19: a hypothesis ""cellular adenosine triphosphate (c-atp)"""	e9vvjv8w	['e9vvjv8w', '9phgag8q', 'uokjoexb', 'pkhinwlh', '7gqkyq1j']	1.0
118	Further evidence for preexisting cross-immunity to #sarscov2 due to exposure to 'common cold' coronaviruses. this is excellent news, as a smaller proportion of the population may need to get infected for #covid19 to become endemic. (1/2)	n0actmsc	['wq92nfnd', 'zq6oe8w0', 'm8xfza1d', 'ngywgodg', 'z4cq9klm']	0.0
119	in this cohort study, temporal neutralizing antibody responses against omicron ba.1 following two and three doses of bnt162b2 correlated to vaccine efficacy against omicron symptomatic disease.	qqdcs77q	['7bhue8w5', 'dlwfu274', 'pq571myy', '0r3l3b88', 'iw3wv973']	0.0
120	as if we didn’t know: “conclusions  naturally acquired immunity confers greater protection against infection and symptomatic disease caused by the delta variant of sars-cov-2, compared to the bnt162b2 two-dose vaccine-induced immunity.”	7a543f7v	['7a543f7v', 't4y1ylb3', 'mi6bdisx', '5g02ykhi', '04n7uz4s']	1.0
121	We have a collection of frightening literature on the things COVID-19 does to your body, but almost none of it investigates the impacts of vaccinations on those consequences. Well, now we have this:	u66awao9	['1cpjqav4', 'vh3qs9xv', '42wcyjuk', '7tqxng6p', 's6lzr81h']	0.0
122	Electrophysiological and laboratory findings in a case of Guillain-Barré syndrome after second dose of #Pfizer.	wdj7o7kn	['wdj7o7kn', 'cjfn4dna', '9kq9o5wp', 'h87bv6gd', 'uliopaz0']	1.0
123	Human NLRP1 is a sensor of pathogenic coronavirus 3CL proteases in lung epithelial cells: Molecular Biology	5frs2nhl	['5frs2nhl', '08p8ns2d', 'wu2dyleo', '8gh3q7p3', 'urazxa6x']	1.0
124	A variant can develop mutations across multiple parts of its surface. delta &amp; omicron were neutralized by covaxin per paper below. as we continue to manage sars-cov-2, given the inability to eradicate the virus, we will need whole virus vaccines	2bzq2ayq	['dlwfu274', 'ngbnnpni', '0r3l3b88', 'qlwergum', 'rytw6rfd']	0.0
125	A recent CDC study estimated that as of February 2022, ~60% of Americans had antibodies from natural infection. Over a two-month period earlier this year, nearly one-quarter of people in the US (80m) were infected—more than 1 million infections every day! 4/	9pn62o4p	['c7jhbxcb', 'nxws3pzb', '5zp3p2g3', 'pvshw2pn', 'wtqwghon']	0.0
126	"""non-neutralizing abs may have lower sensitivity in mrna-1273-vaccinated persons who become infected."""	k2jzadwq	['ipon95io', 'a242g5kg', '8n4zf9oo', 'toy8i1lm', '52jtd51o']	0.0
127	People really need to ask what effect the first widely circulating, airborne superantigen will have on human health long term. There has been no virus like this in recorded history.	aifv23fw	['z795y51f', 'aifv23fw', 'fe72aj3a', '1zuhilmu', 'wr4r7jd8']	0.5
128	"""Our research indicates that sars-cov-2 leaves a lasting hypersensitivity-linked genomic signature in dorsal root ganglia, despite early viral elimination that seems to be connected with neurodegenerative mechanisms."" #longcovid"	dnrzk9tk	['dnrzk9tk', 'rfv0omd6', 'rp6se99d', 'tdwkxwod', '5yaj4o0f']	1.0
129	"🚨 a study examined the mechanism behind pain in #longcovid. it discovered that the virus ""leaves a lasting hypersensitivity-linked genetic footprint in dorsal root ganglia that seems to be connected with neurodegenerative processes."""	dnrzk9tk	['dnrzk9tk', 'rp6se99d', 'jhsqrto0', 'ag7c2mhx', 'khpv5dio']	1.0
130	"keep knocking them out of the field, aj. ""we further report a distorted t cell receptor repertoire in covid-19 patients with severe hyperinflammation, in support of such a superantigenic effect."""	ov5wzfra	['d02grfth', '1f6kq8co', 'l4u01fzk', '4rzttwyp', '8rv94jeu']	0.0
131	also noteworthy that the prevalence is similar to what's been seen previously in pims-ts. let's remember that many young children don't even convert (&amp; many revert soon) after infection, so 76% positivity is quite high for this age group.	bnr1r48j	['v67s4yz9', 'snlukr6c', 'vryngrq8', '4d6az41t', '20xgqvxc']	0.0
133	long-term covid after 2 years: regardless of initial severity, enhancements in health, however, burden of symptoms remained fairly high. health outcomes in people 2 years after surviving hospitalisation with covid-19: a longitudinal cohort study 1/	jwei2g97	['jwei2g97', '4pyx0xps', 'mb18fj8a', 'n2kn7o67', '32ut5vr7']	1.0
134	Results of remdesivir, no impact. I’m disappointed for patients. impact of remdesivir vs standard care on clinical status at 11 days in patients with moderate covid-19: a randomized clinical trial | infectious diseases | jama | jama network	hn6clwoj	['hn6clwoj', 'u0jddsup', 'oud5ioks', '104lecie', '7wsumadw']	1.0
135	Intriguing herd immunity study from Bangladesh reveals that the primary transmission driver is the young adult. Consequently, targeting and vaccinating this age group more efficiently could reduce the population's overall immunity threshold from 60 to 31%.	gjo29e21	['gjo29e21', 'u7ligk1k', '4gr6i8rf', 'm8xfza1d', 'u6a65x9h']	1.0
136	report: far-uvc light inactivates sars-cov-2 instantly. low dose far-uvc, considered safe for humans, could disinfect indoors, even with people present in the room (as opposed to typical uv which harms eyes/skin so can only be used when people aren't around 1/2	ewg9d4ei	['9rxv6fy9', 'zc10b6j5', 'nvbt5gxl', 'qi1henyy', '30pl5tx3']	0.0
137	online now! using live cell imaging, zhengping in the lab found that parp1 exchanges rapidly at dna damage sites even with clinical parp inhibitors. persistent parp1 foci are made of continuous recruitment of parp1 in the absence of proper repair.	jc26e39s	['jc26e39s', 'ixnko86u', 'zrbesm5b', '7qxs79qy', 'rtus1qyw']	1.0
138	Questions about cardiac involvement (impact) in COVID. Linked study found 78 of 100 unselected individuals to have damage. If only 50% have damage in the population, the chances that this would be found are less than 1 in 10^8. Not a small effect.	4cqf9v2v	['ljaolrhr', 'styavbvi', 'ge8o93rh', 'ioey6zgd', '3m39g1xv']	0.0
139	really unusual virus.  symptom severity is 3 non-continuous categories.  zero, mild, and severely affected.  frequencies consistent with a rare susceptibility gene.  homozygous minor allele is risk genotype.  my bet is on something in the interferon lambda 4 gene.	cu56p0hw	['khji80nm', 'qlwergum', 'stc36og1', 'hgg33kwz', 'cu56p0hw']	0.2
140	Questions surrounding the immediate source of sars‐cov‐2 #coronavirus  fully explore &amp; research the origin is the key to determine real solutions to end the pandemic. #ccpvirus #bioweapon     🔗	jer4jwwf	['fxvro3wl', 't024w7h6', 'jer4jwwf', 'knlc3bxh', '1hobsclz']	0.3333333333333333
141	A gut microbiota-modulated neural pathway connecting the lower intestines to the liver and pancreas independently controls blood glucose, researchers publish in science, which could have implications for some metabolic disorder treatments.	3xpfjy1z	['nr440fxm', '306381wy', '7tdgwxps', 'lehxgldu', 'bqgifset']	0.0
142	thus 75% of infected individuals fail to follow self-isolation. no surprise cases are increasing.	hgpiig0g	['9f5szh9i', 'nkx5zdfg', '6lcb1yst', '7n6pva1l', 'qwgufqcs']	0.0
143	A clinical study in Singapore revealed that COVID-19 patients who received vitamin B12 (500 μg), vitamin D (1000 IU) & magnesium experienced decreased COVID-19 symptom severity & supplements notably reduced the need for oxygen and intensive care assistance.	pavd7sj3	['pavd7sj3', 'dtja6m6w', '4kfbs7j4', 'vu7bq4b2', 'gg5c8v7d']	1.0
144	Vitamin D3 derivative calcifediol slashes icu admissions for hospitalized covid-19 patients by a factor of 25. huge if true!  it looks like  was right about vitamin D.	nnkul2r2	['8s7zy55f', 'zvmwubuk', 'p3ytwqeg', 'cc23zega', 'hjmjav50']	0.0
146	"assistant professor of medicine, stanford university professor of medicine and health, ucla ""chance of a hospitalization is 1 in 709,000"" ""chance of a fatality is 1 in 6,670,000"" ""estimates... may not match public risk perceptions."""	7j7u4sv3	['7j7u4sv3', 'apqzyln2', '4u3v4vyu', '6gcgzx36', 'idtt3frp']	1.0
147	Activation of the SARS-CoV-2 receptor ACE2 through JAK/STAT-dependent enhancers during gestation.	6cttilm8	['6cttilm8', 'h1ncnt2c', 'eecwjrdc', '3njpm1gg', 'h89eb6pd']	1.0
148	a few days ago, another paper showed that people who likely had higher vitamin D (as measured the year before) were also 45% less likely to test positive for COVID.	ivug325f	['ivug325f', 'upf0ecx7', '723l0buc', '7hq10f2a', 'o8nf7nd0']	1.0
149	vital signs: characteristics of drug overdose deaths involving opioids and stimulants -24 states and the district of columbia, january–june 2019 | mmwr. no matter how proven wrong the cdc are penalizing cpp, they keep pushing the “but the over-prescribing!”	c2pxokv4	['c2pxokv4', 'ldqy66uh', 'slzh6uay', '8d0p6qpc', 'szteqo8t']	1.0
151	covid as an infectious disease of the “endothelium”, the lining of blood vessels, transmitted pre-symptomatically.  explains the sepsis syndrome; explains the clotting/bleeding; explains the kidney failure.  what a vicious, vicious disease.	dmlyd50n	['wu2dyleo', '6prgaitk', '20xgqvxc', 'l00jvzth', 'tppfqvtf']	0.0
153	"""The overall CFR for COVID-2 is predicted to drop sharply, eventually falling below that of seasonal influenza (approximately 0.001)"""	e49rdu76	['m8xfza1d', 'o8aosx2q', '0pcgcbjw', 'xneu8glk', 'i69uuezd']	0.0
154	"Risk indicators linked to mortality in severely ill patients w/ #covid19 from  earlier this year  ""admission to a healthcare facility with limited ICU capacity""  alarming but this is where we are headed. need to halt transmission urgently."	f0t5l7kb	['asrkuts7', 'hakbt2zp', 'hpj8gb4o', 'ehqk1d63', 'bgr4h7kn']	0.0
155	A study of the regn-cov2 #antibody cocktail in rhesus macaques and golden hamsters provides evidence it may offer clinical benefit in both prevention and treatment settings of #covid19 disease. Read the research in Science:	mtsdsrs3	['mtsdsrs3', 'ux8jqekp', 'p6uliadr', 'cpc1yefj', 'onbq7hia']	1.0
156	11-19-2020:  in a meta-analysis released from Indonesia, sexual issues, gum disease, sleep apnea, diabetes, osteoporosis, yellowish eye whites, kidney blood clots in urine, &amp; dementia all indicate cardiovascular disease &amp; predict poor Covid-19 outcomes	niqka1hh	['f0t6n2j1', 'hxyn84jt', 'geo7ac5i', 'oc9k32zx', '89fglwvk']	0.0
157	Low vitamin D levels may correlate with worse outcomes in many diseases.  But supplementing does not necessarily enhance outcomes. In fact, it almost never does.  (Still waiting for a truly compelling study in any infection.)  Lather, rinse, repeat.	cc23zega	['n5kgdoln', 'y0mbzzx0', '9ez3igd4', 'm22h669g', 'h7n8w2k4']	0.0
160	International travel restrictions primarily impact countries with low COVID incidence and numerous arrivals, or those near the brink of an epidemic. Our new Lancet paper with Joe Wu and others at.	b4yj7vw0	['b4yj7vw0', 'vjtwipu9', 'pq75mafr', 'smagtwzs', '0t5n87u6']	1.0
161	Prevalence of sars-cov-2 antibodies in seattle, washington: october 2019-april 2020: estimating prevalence of sars-cov-2 antibodies is crucial to determine disease burden. we tested residual samples from 763 seattle-area adults for sars-cov-2…	oap7i5ea	['oap7i5ea', 'ds7qon66', 'v1uoy0sd', '6age8sqe', 'o9xdv4x0']	1.0
162	a #vaccine is like a fire extinguisher. a vaccine that’s ~95% effective is a powerful fire extinguisher. but the size of a fire is still a bigger determinant of how much destruction occurs. #doyourpart 😷↔️🧼🤚🏡 ⁦⁩	xigbp7vh	['vpih1wvs', 'b0545v23', 'x84su3ki', 'tk0iwpnb', '9f0bjknz']	0.0
163	"out now, results from the oxford/azn trials, including more detail on the low dose results. notably, the low dose recipients ""received their second dose after a considerable gap."" only 0.8% received a second dose within 8 weeks of the first. 1/5"	8drlvdkp	['gha1wg4w', 'hapw6lv9', '12yshnt5', '1hlqov6m', '7dfcs8hr']	0.0
164	"Here's the alternative to strict social distancing followed by vaccination. remember all those claims about low herd immunity thresholds? remember the claims about ""immunological dark matter""? all wrong, very wrong."	3kjckx8o	['4gr6i8rf', 'b7llp5r7', '1adofojj', '2tax8ajw', 'nx9hi7lf']	0.0
165	studying medication effects beyond randomized controlled trials: the stability-controlled quasi-experiment (scqe) applied to covid-19.	6buxpp8x	['6buxpp8x', '31idktk7', '5t16srpn', 'jki3gdxl', 'jn2omyez']	1.0
